Date,Open,High,Low,Close,Adj Close,Volume
2019-01-02,69.04000091552734,71.69999694824219,68.19999694824219,70.86000061035156,70.02127838134766,708500
2019-01-03,70.19999694824219,70.63999938964844,67.97000122070312,69.4800033569336,68.65762329101562,952100
2019-01-04,70.6500015258789,73.44999694824219,70.4000015258789,71.25,70.40666961669922,1423600
2019-01-07,71.44000244140625,72.25,70.22000122070312,70.56999969482422,69.7347183227539,1848700
2019-01-08,71.19999694824219,71.62999725341797,69.62000274658203,71.0,70.15962982177734,2228800
2019-01-09,71.72000122070312,74.12999725341797,70.8499984741211,72.30000305175781,71.44425201416016,1205100
2019-01-10,72.2699966430664,73.44999694824219,71.70999908447266,73.11000061035156,72.24464416503906,784600
2019-01-11,72.68000030517578,73.63999938964844,72.36000061035156,73.48999786376953,72.62015533447266,514500
2019-01-14,72.81999969482422,73.86000061035156,72.26000213623047,72.54000091552734,71.68140411376953,501600
2019-01-15,72.66000366210938,72.77999877929688,70.52999877929688,71.16000366210938,70.31773376464844,746700
2019-01-16,71.33999633789062,72.63999938964844,70.66999816894531,71.94999694824219,71.09837341308594,717500
2019-01-17,71.41000366210938,74.61000061035156,71.41000366210938,74.2300033569336,73.35139465332031,908200
2019-01-18,74.83000183105469,76.3499984741211,74.47000122070312,75.6500015258789,74.75458526611328,780400
2019-01-22,74.38999938964844,75.22000122070312,71.44999694824219,71.94999694824219,71.09837341308594,1213100
2019-01-23,72.23999786376953,72.45999908447266,70.05000305175781,70.25,69.41850280761719,1364700
2019-01-24,70.08999633789062,71.63999938964844,69.91000366210938,71.02999877929688,70.18926239013672,754200
2019-01-25,72.20999908447266,75.2300033569336,65.7699966430664,68.54000091552734,67.72874450683594,6343900
2019-01-28,67.26000213623047,67.58000183105469,65.08999633789062,67.30000305175781,66.50341796875,3410000
2019-01-29,67.52999877929688,70.16000366210938,67.48999786376953,68.9000015258789,68.08448791503906,1911300
2019-01-30,69.58999633789062,69.58999633789062,67.91999816894531,68.4000015258789,67.59040069580078,1019100
2019-01-31,68.47000122070312,69.83000183105469,67.81999969482422,69.16000366210938,68.34141540527344,1024100
2019-02-01,69.08000183105469,70.0999984741211,68.0199966430664,70.02999877929688,69.20110321044922,1413300
2019-02-04,70.02999877929688,71.29000091552734,69.3499984741211,71.22000122070312,70.37702178955078,825900
2019-02-05,71.45999908447266,72.77999877929688,71.41999816894531,72.68000030517578,71.81974029541016,1014500
2019-02-06,72.5,73.01000213623047,72.08999633789062,72.69000244140625,71.82962036132812,747900
