Date,Open,High,Low,Close,Adj Close,Volume
2019-01-02,130.19000244140625,132.08999633789062,129.5,131.8300018310547,126.84772491455078,2756000
2019-01-03,132.10000610351562,132.97999572753906,129.07000732421875,130.07000732421875,125.15423583984375,3184000
2019-01-04,132.6199951171875,135.0399932861328,132.0500030517578,134.6199951171875,129.5322723388672,3583600
2019-01-07,134.33999633789062,136.0,133.14999389648438,135.3699951171875,130.25392150878906,2944600
2019-01-08,136.05999755859375,136.8800048828125,134.32000732421875,135.08999633789062,129.98448181152344,2636100
2019-01-09,136.1999969482422,136.74000549316406,135.07000732421875,135.72000122070312,130.59071350097656,1992900
2019-01-10,135.22000122070312,137.94000244140625,134.6699981689453,137.75,132.54396057128906,2149700
2019-01-11,136.75,137.75,136.41000366210938,137.36000061035156,132.168701171875,1890400
2019-01-14,136.33999633789062,138.0399932861328,135.97999572753906,137.61000061035156,132.40928649902344,3100600
2019-01-15,137.42999267578125,138.14999389648438,136.5399932861328,137.77000427246094,132.56321716308594,1841900
2019-01-16,137.52000427246094,138.6999969482422,137.25,138.02000427246094,132.8037872314453,2247300
2019-01-17,137.30999755859375,140.6300048828125,137.19000244140625,139.8800048828125,134.59349060058594,2577400
2019-01-18,141.77999877929688,142.50999450683594,140.36000061035156,141.85000610351562,136.48904418945312,5421600
2019-01-22,140.9600067138672,141.14999389648438,138.6999969482422,139.82000732421875,134.5357666015625,3196500
2019-01-23,140.82000732421875,141.2899932861328,139.22999572753906,140.74000549316406,135.42098999023438,2966300
2019-01-24,140.88999938964844,142.0,140.4600067138672,141.17999267578125,135.84434509277344,2707200
2019-01-25,142.5,142.6999969482422,141.4199981689453,141.7100067138672,136.3543243408203,3206300
2019-01-28,140.3300018310547,140.7899932861328,138.8699951171875,140.47999572753906,135.17079162597656,3478300
2019-01-29,140.85000610351562,142.2100067138672,140.5,141.74000549316406,136.38319396972656,2424500
2019-01-30,142.4600067138672,143.75,140.94000244140625,143.27999877929688,137.86500549316406,3112800
2019-01-31,142.8000030517578,144.05999755859375,142.25,143.6300048828125,138.2017364501953,3473600
2019-02-01,148.6999969482422,149.0,144.33999633789062,144.7100067138672,139.24093627929688,5536500
2019-02-04,144.47999572753906,148.00999450683594,144.44000244140625,147.92999267578125,142.33926391601562,4692800
2019-02-05,148.39999389648438,148.69000244140625,147.41000366210938,148.69000244140625,143.07052612304688,2962700
2019-02-06,148.99000549316406,149.49000549316406,148.2899932861328,148.89999389648438,143.2725830078125,3147200
2019-02-07,147.6699981689453,148.89999389648438,147.25,148.14999389648438,142.55091857910156,2961700
2019-02-08,147.97999572753906,148.63999938964844,147.19000244140625,148.61000061035156,142.9935302734375,3952100
2019-02-11,148.99000549316406,149.32000732421875,148.0500030517578,148.47999572753906,142.86843872070312,2977700
2019-02-12,149.1999969482422,150.50999450683594,148.9600067138672,150.36000061035156,144.6774139404297,2654900
2019-02-13,150.99000549316406,152.67999267578125,150.67999267578125,151.47999572753906,145.7550811767578,2759700
2019-02-14,150.92999267578125,151.63999938964844,149.9600067138672,150.52000427246094,144.83135986328125,2110700
2019-02-15,152.0,153.32000732421875,151.58999633789062,153.32000732421875,147.52554321289062,3039400
2019-02-19,152.61000061035156,153.75,152.38999938964844,153.27999877929688,147.48704528808594,2479600
2019-02-20,153.3300018310547,154.83999633789062,153.00999450683594,154.5800018310547,148.7379150390625,2622400
2019-02-21,153.5399932861328,153.75,152.0800018310547,152.61000061035156,147.62550354003906,2706300
2019-02-22,153.25,153.60000610351562,152.3800048828125,153.1999969482422,148.1962127685547,2868500
2019-02-25,154.1999969482422,154.67999267578125,153.72999572753906,154.05999755859375,149.02810668945312,2312500
2019-02-26,153.88999938964844,154.80999755859375,153.6199951171875,153.9199981689453,148.8927001953125,1986300
2019-02-27,153.86000061035156,154.74000549316406,153.11000061035156,154.60000610351562,149.55047607421875,1751400
2019-02-28,154.08999633789062,154.57000732421875,153.41000366210938,154.07000732421875,149.03781127929688,2843900
2019-03-01,154.99000549316406,155.85000610351562,154.63999938964844,155.72000122070312,150.63389587402344,3385400
2019-03-04,156.7899932861328,156.97999572753906,153.97999572753906,154.5,149.45372009277344,4068400
2019-03-05,154.50999450683594,155.19000244140625,153.61000061035156,154.14999389648438,149.1151580810547,3381900
2019-03-06,154.10000610351562,155.02000427246094,153.72999572753906,153.74000549316406,148.71856689453125,3929400
2019-03-07,153.57000732421875,153.83999633789062,151.63999938964844,152.47999572753906,147.4997100830078,3579600
2019-03-08,151.27000427246094,151.80999755859375,150.3800048828125,151.58999633789062,146.6387939453125,2920700
2019-03-11,151.0,153.22999572753906,150.5500030517578,153.19000244140625,148.18655395507812,2792800
2019-03-12,153.57000732421875,154.3699951171875,152.8000030517578,153.5,148.4864044189453,1822000
2019-03-13,154.3000030517578,155.44000244140625,153.85000610351562,155.0399932861328,149.97608947753906,2533900
2019-03-14,155.35000610351562,155.6300048828125,154.3699951171875,155.25,150.17926025390625,2657600
2019-03-15,155.14999389648438,156.00999450683594,155.02999877929688,155.35000610351562,150.27598571777344,5287300
2019-03-18,155.5500030517578,157.08999633789062,154.89999389648438,156.92999267578125,151.80438232421875,2395900
2019-03-19,157.6199951171875,158.16000366210938,156.66000366210938,157.24000549316406,152.104248046875,2694600
2019-03-20,157.19000244140625,157.67999267578125,155.64999389648438,156.2899932861328,151.18527221679688,2373700
2019-03-21,156.3699951171875,158.91000366210938,156.10000610351562,158.4499969482422,153.27474975585938,1951900
2019-03-22,157.60000610351562,157.8300018310547,155.6199951171875,155.8300018310547,150.74032592773438,2430900
2019-03-25,155.92999267578125,157.22999572753906,155.61000061035156,155.92999267578125,150.83702087402344,2048500
2019-03-26,156.8699951171875,157.8699951171875,156.5800018310547,157.47999572753906,152.33641052246094,2214400
2019-03-27,157.3300018310547,158.2899932861328,156.1999969482422,157.11000061035156,151.97850036621094,2764700
2019-03-28,157.6199951171875,158.6699981689453,157.00999450683594,158.5399932861328,153.36180114746094,2179200
2019-03-29,159.19000244140625,159.49000549316406,157.97999572753906,158.9199981689453,153.7293701171875,2704700
2019-04-01,160.0,161.77000427246094,159.75999450683594,161.47000122070312,156.19607543945312,2393600
2019-04-02,161.32000732421875,161.5500030517578,159.86000061035156,161.0399932861328,155.7801055908203,3332700
